index,Cena,Kvadratura,Sprat,Distance
788,486888,124,5,1.1112000210374295
789,280888,86,1,1.1112000210374295
790,566888,173,8,1.1112000210374295
791,393888,115,8,1.1112000210374295
792,396888,112,8,1.1112000210374295
793,434888,117,1,1.1112000210374295
794,294888,82,7,1.1112000210374295
795,565000,113,12,1.1112000210374295
796,259000,80,6,0.0
797,139000,48,8,1.1112000210374295
798,160000,108,6,1.6625786996508616
799,350000,97,1,2.1042506912594936
800,125400,37,10,2.1042506912594936
801,311888,86,2,1.1112000210374295
802,268888,72,3,1.1112000210374295
803,259000,136,8,0.8769859073960617
804,292888,79,3,1.1112000210374295
805,285000,53,14,1.1112000210374295
806,340000,82,2,1.1112000210374295
807,480000,138,1,2.1042506912594936
808,285000,85,1,2.1042506912594936
809,396000,90,1,1.1112000210374295
810,245000,64,0,2.1042506912594936
811,299900,160,6,0.0
812,525000,130,0,2.1042506912594936
813,260000,53,14,1.1112000210374295
814,310000,70,0,2.1042506912594936
815,430000,72,12,1.1112000210374295
816,304888,86,2,1.1112000210374295
817,314888,86,3,1.1112000210374295
818,272000,55,16,1.1112000210374295
819,275000,55,1,1.1112000210374295
820,225000,58,1,2.1042506912594936
821,520000,130,0,0.0
822,389000,85,16,1.1112000210374295
823,125000,57,8,1.3840965110666832
824,290000,53,14,1.1112000210374295
825,240000,76,6,1.6625786996508616
826,1033888,106,14,1.1112000210374295
827,450000,114,1,2.1042506912594936
828,448888,119,12,1.1112000210374295
829,257888,74,1,1.1112000210374295
830,129900,30,1,0.5130016008346824
831,127500,39,2,2.1042506912594936
832,1370888,151,14,1.1112000210374295
833,399999,83,2,1.1112000210374295
834,320000,83,2,2.1042506912594936
835,280888,86,1,1.1112000210374295
836,120000,91,0,2.1042506912594936
837,693888,215,8,1.1112000210374295
838,370000,55,2,1.1112000210374295
839,473888,110,15,1.1112000210374295
840,216000,77,0,0.0
841,280000,94,2,2.038335088218665
842,192000,57,5,1.1112000210374295
843,266888,55,3,1.1112000210374295
844,233888,56,2,1.1112000210374295
845,323500,135,2,2.1042506912594936
846,115000,62,3,1.1277731989366053
847,245000,77,2,0.6741943298916431
848,127000,39,2,2.1042506912594936
849,399999,82,2,1.1112000210374295
850,400000,104,0,2.1042506912594936
851,239000,126,7,1.3840965110666832
852,430000,72,12,1.1112000210374295
853,259000,86,6,1.5690536769939698
854,359000,105,2,2.1042506912594936
855,270000,53,14,1.1112000210374295
856,373000,119,2,0.0
857,320000,104,1,0.0
858,125000,39,0,0.6741943298916431
859,376000,87,16,1.1112000210374295
860,1446888,207,24,1.1112000210374295
861,259000,137,8,1.3840965110666832
862,165000,55,3,2.1042506912594936
863,89900,25,1,1.3840965110666832
864,182000,65,2,0.0
865,1003888,106,14,1.1112000210374295
866,1151888,106,14,1.1112000210374295
867,219500,67,2,0.6741943298916431
868,238900,67,2,1.6357321765588402
869,433888,117,8,1.1112000210374295
870,250000,53,7,1.1112000210374295
871,399999,83,2,1.1112000210374295
872,310888,85,1,1.1112000210374295
873,550888,146,8,1.1112000210374295
874,150000,108,5,1.6625786996508616
875,455888,125,6,1.1112000210374295
876,303888,89,3,1.1112000210374295
877,107000,36,0,0.0
878,268888,77,1,1.1112000210374295
879,250000,60,1,2.1042506912594936
880,165000,70,1,1.1277731989366053
881,199000,76,8,0.0
882,329000,100,0,2.1042506912594936
883,288000,73,5,1.1112000210374295
884,935888,153,9,1.1112000210374295
885,946888,156,11,1.1112000210374295
886,159600,57,0,3.9932622144311636
887,190000,90,0,4.443990198890572
888,194000,100,0,5.9291674812237805
889,102500,70,3,5.9291674812237805
890,50000,37,0,5.9291674812237805
891,210000,106,2,4.304899319797302
892,220000,174,4,4.949355181661503
893,119000,65,3,3.9932622144311636
894,121000,48,0,3.9932622144311636
895,260000,93,0,3.39577391009416
896,70000,55,-1,4.284947055838429
897,133000,66,1,5.9291674812237805
898,110741,60,4,5.9291674812237805
899,110019,59,4,5.9291674812237805
900,205000,82,5,6.81666885449004
901,78000,47,0,5.9291674812237805
902,189900,65,13,3.39577391009416
903,189000,65,13,3.2266491406631235
904,114000,44,0,3.5695249238901785
905,205000,66,4,3.3459803855452006
906,102000,32,2,3.8046748802068664
907,210000,84,3,2.4358488943593373
908,124950,53,1,4.304899319797302
909,186402,79,2,4.304899319797302
910,373000,141,5,3.39577391009416
911,186000,65,13,3.2266491406631235
912,184000,59,13,3.2266491406631235
913,189900,59,13,3.2266491406631235
914,185900,65,13,3.2266491406631235
915,112000,57,0,5.9291674812237805
916,133000,63,3,3.8324414104227666
917,120000,60,0,5.9291674812237805
918,167000,60,0,3.9932622144311636
919,186000,65,13,3.2266491406631235
920,165000,60,5,6.81666885449004
921,79860,33,4,6.81666885449004
922,117000,58,5,5.9291674812237805
923,130000,61,3,5.729823400371799
924,188000,84,5,5.9291674812237805
925,83500,31,0,4.443990198890572
926,329990,83,2,2.4358488943593373
927,300000,185,3,4.949355181661503
928,165000,68,3,4.284947055838429
929,130000,92,0,2.836801079475314
930,456000,162,3,3.39577391009416
931,74500,40,0,4.687595396963791
932,290000,77,2,2.836801079475314
933,190000,65,13,3.39577391009416
934,112000,57,1,5.9291674812237805
935,126000,35,13,2.4358488943593373
936,179000,120,2,5.9291674812237805
937,109000,63,2,5.9291674812237805
938,207882,119,2,5.9291674812237805
939,105000,50,2,5.9291674812237805
940,127225,71,4,5.9291674812237805
941,117456,63,4,5.9291674812237805
942,169000,69,2,4.487668778269208
943,331100,86,6,2.4358488943593373
944,148500,55,0,2.979460136275314
945,193000,73,1,4.443990198890572
946,124500,46,1,4.443990198890572
947,141000,53,1,4.443990198890572
948,92500,47,1,4.443990198890572
949,120000,60,0,5.9291674812237805
950,160000,65,1,5.9291674812237805
951,185000,64,3,3.39577391009416
952,122000,68,1,5.9291674812237805
953,85000,41,0,5.9291674812237805
954,258000,86,4,2.4358488943593373
955,270000,88,3,4.304899319797302
956,240000,92,4,4.949355181661503
957,37355,24,2,5.9291674812237805
958,50220,32,1,5.9291674812237805
959,63937,41,0,5.9291674812237805
960,66169,43,0,5.9291674812237805
961,90960,49,2,4.284947055838429
962,131753,72,0,4.284947055838429
963,156400,68,0,3.9932622144311636
964,104593,57,2,4.284947055838429
965,73843,39,0,4.284947055838429
966,186020,103,1,4.284947055838429
967,173000,99,5,5.9291674812237805
968,166400,64,2,2.836801079475314
969,239200,92,6,2.836801079475314
970,159500,84,1,5.9291674812237805
971,140000,64,0,3.39577391009416
972,265000,97,4,4.949355181661503
973,320000,190,0,5.9291674812237805
974,94050,57,2,5.9291674812237805
975,89000,42,2,5.9291674812237805
976,97000,50,1,5.764572563261512
977,125000,65,6,3.2266491406631235
978,75000,30,3,4.284947055838429
979,120000,54,0,6.81666885449004
980,300000,120,5,6.81666885449004
981,93000,22,3,2.4358488943593373
982,225000,150,2,5.9291674812237805
983,182500,73,7,3.8046748802068664
984,137000,64,4,5.9291674812237805
985,135000,57,3,4.487668778269208
986,79500,59,0,5.9291674812237805
987,420000,132,2,2.4358488943593373
988,190000,88,3,3.8046748802068664
989,105000,50,2,5.9291674812237805
990,153000,60,1,3.9932622144311636
991,125000,52,6,4.284947055838429
992,97000,57,0,5.9291674812237805
993,160000,100,5,3.8046748802068664
994,78000,52,-1,3.9932622144311636
995,154000,35,0,3.2266491406631235
996,187000,83,1,4.284947055838429
997,170000,69,2,4.487668778269208
998,210000,112,2,4.304899319797302
999,200000,92,5,5.9291674812237805
1000,140000,64,0,6.81666885449004
1001,67000,27,0,2.836801079475314
1002,114642,69,1,5.9291674812237805
1003,83504,49,1,5.9291674812237805
1004,81917,47,3,5.9291674812237805
1005,84500,33,10,4.284947055838429
1006,105000,57,2,5.9291674812237805
1007,110000,34,3,2.4358488943593373
1008,186600,99,0,3.9932622144311636
1009,156800,56,7,3.3459803855452006
1010,163500,85,3,5.9291674812237805
1011,77000,46,3,5.9291674812237805
1012,179000,78,1,3.9932622144311636
1013,124999,62,2,5.9291674812237805
1014,192000,94,4,5.9291674812237805
1015,97200,36,0,4.443990198890572
1016,172500,64,2,4.443990198890572
1017,94000,47,0,5.9291674812237805
1018,259000,118,3,5.522942064782104
1019,99229,58,1,5.9291674812237805
1020,82501,49,1,5.9291674812237805
1021,82827,47,1,5.9291674812237805
1022,88995,52,1,5.9291674812237805
1023,65000,29,4,4.949355181661503
1024,170000,57,0,3.39577391009416
1025,43000,31,-1,3.39577391009416
1026,349500,107,6,2.4358488943593373
1027,87023,51,0,5.9291674812237805
1028,130611,77,3,5.9291674812237805
1029,131076,79,1,5.9291674812237805
1030,118354,72,1,5.9291674812237805
1031,123347,51,6,6.81666885449004
1032,158000,99,2,5.764572563261512
1033,179000,71,1,3.39577391009416
1034,90287,53,1,5.9291674812237805
1035,88000,45,1,5.9291674812237805
1036,112500,70,3,5.9291674812237805
1037,103800,63,1,5.9291674812237805
1038,91409,54,1,5.9291674812237805
1039,101847,60,1,5.9291674812237805
1040,71820,41,3,5.9291674812237805
1041,99892,59,1,5.9291674812237805
1042,144900,60,4,3.39577391009416
1043,127000,54,4,3.3459803855452006
1044,149000,54,2,3.39577391009416
1045,149000,54,3,3.39577391009416
1046,350000,110,5,2.4358488943593373
1047,390000,135,0,3.39577391009416
1048,82500,37,0,4.443990198890572
1049,95060,54,3,5.9291674812237805
1050,125000,59,4,3.8324414104227666
1051,115000,63,2,5.9291674812237805
1052,112000,44,0,3.9932622144311636
1053,120000,60,1,5.9291674812237805
1054,125000,50,0,5.9291674812237805
1055,81500,56,2,5.9291674812237805
1056,286681,97,1,3.3459803855452006
1057,286947,97,0,3.3459803855452006
1058,149000,61,6,3.8046748802068664
1059,125000,60,3,5.9291674812237805
1060,67000,30,-1,4.443990198890572
1061,169208,65,2,3.283842350280459
1062,419000,157,3,3.39577391009416
1063,59653,35,1,5.9291674812237805
1064,143926,48,4,4.949355181661503
1065,159518,54,3,4.949355181661503
1066,174900,77,3,4.284947055838429
1067,200000,66,0,2.4358488943593373
1068,170000,60,1,3.9932622144311636
1069,119000,32,1,2.836801079475314
1070,197000,92,5,4.284947055838429
1071,195000,76,3,6.81666885449004
1072,93897,56,1,5.9291674812237805
1073,337000,155,3,3.8046748802068664
1074,92991,55,0,5.9291674812237805
1075,63270,38,1,5.9291674812237805
1076,96876,60,1,5.9291674812237805
1077,89000,57,2,5.9291674812237805
1078,68265,41,1,5.9291674812237805
1079,168000,80,1,4.304899319797302
1080,244000,94,7,3.39577391009416
1081,125000,66,1,5.9291674812237805
1082,167775,56,0,4.949355181661503
1083,248690,98,1,3.9932622144311636
1084,245381,97,1,3.9932622144311636
1085,188261,74,1,3.9932622144311636
1086,130000,50,2,3.9932622144311636
1087,286011,112,1,4.304899319797302
1088,130000,54,2,3.9932622144311636
1089,273000,91,0,4.304899319797302
1090,146000,52,1,4.487668778269208
1091,125000,46,2,4.487668778269208
1092,114000,52,3,5.9291674812237805
1093,146124,49,5,4.949355181661503
1094,152030,51,5,4.949355181661503
1095,162666,55,4,4.949355181661503
1096,132300,63,3,5.9291674812237805
1097,115000,53,1,3.3459803855452006
1098,134000,62,2,7.212888553561136
1099,82000,49,0,5.9291674812237805
1100,175000,67,0,4.487668778269208
1101,109000,34,5,2.4358488943593373
1102,194000,65,1,2.4358488943593373
1103,107000,59,3,5.9291674812237805
1104,78000,52,0,3.39577391009416
1105,130000,54,2,3.9932622144311636
1106,79900,50,1,5.9291674812237805
1107,105000,55,2,5.764572563261512
1108,129020,71,4,5.9291674812237805
1109,121590,69,3,5.9291674812237805
1110,103350,50,4,3.8046748802068664
1111,110000,50,0,5.9291674812237805
1112,90000,36,0,2.4358488943593373
1113,265000,107,2,4.443990198890572
1114,99000,56,6,5.9291674812237805
1115,119500,54,3,5.9291674812237805
1116,120000,60,1,5.9291674812237805
1117,117000,68,0,3.9932622144311636
1118,179000,78,0,4.443990198890572
1119,131670,40,2,3.3459803855452006
1120,198016,62,4,3.3459803855452006
1121,148962,45,4,3.3459803855452006
1122,207880,118,1,5.9291674812237805
1123,119900,54,3,5.9291674812237805
1124,98000,65,0,4.487668778269208
1125,98500,88,2,5.9291674812237805
1126,168000,80,1,4.304899319797302
1127,330000,120,7,3.8046748802068664
1128,239000,96,6,3.39577391009416
1129,78000,52,-1,3.39577391009416
1130,132300,63,3,5.9291674812237805
1131,130000,41,-1,2.979460136275314
1132,69500,46,1,5.729823400371799
1133,85000,50,0,3.8046748802068664
1134,169000,64,0,2.4358488943593373
1135,150000,55,2,3.9932622144311636
1136,254100,66,0,2.4358488943593373
1137,130000,66,1,5.9291674812237805
1138,205000,82,6,3.39577391009416
1139,176000,64,2,3.39577391009416
1140,98000,40,3,4.814441839881835
1141,82000,40,3,7.212888553561136
1142,145000,81,4,5.9291674812237805
1143,101000,56,11,5.9291674812237805
1144,90000,75,3,5.9291674812237805
1145,376488,105,4,2.4358488943593373
1146,309343,86,6,2.4358488943593373
1147,394380,109,4,2.4358488943593373
1148,236520,66,0,2.4358488943593373
1149,280060,78,7,2.4358488943593373
1150,384480,107,6,2.4358488943593373
1151,130000,59,1,3.3459803855452006
1152,159000,59,1,4.284947055838429
1153,103740,40,2,3.3459803855452006
1154,300000,120,5,4.284947055838429
1155,139000,78,5,5.9291674812237805
1156,168000,80,1,5.9291674812237805
1157,59500,35,0,5.9291674812237805
1158,128000,35,5,3.39577391009416
1159,98000,39,1,4.949355181661503
1160,158000,66,0,3.8324414104227666
1161,380000,136,5,2.836801079475314
1162,199000,88,3,3.8046748802068664
1163,179000,78,0,3.9932622144311636
1164,84000,44,0,4.284947055838429
1165,50000,37,0,5.9291674812237805
1166,59500,33,0,5.729823400371799
1167,95500,55,1,4.284947055838429
1168,168000,80,1,4.304899319797302
1169,85000,38,2,7.212888553561136
1170,99000,57,1,5.9291674812237805
1171,66300,39,0,5.9291674812237805
1172,110000,58,0,5.9291674812237805
1173,179000,121,2,5.9291674812237805
1174,143000,51,3,2.4358488943593373
1175,231000,69,4,3.9932622144311636
1176,141900,103,1,4.284947055838429
1177,109694,42,1,3.283842350280459
1178,81666,31,0,3.283842350280459
1179,86900,30,0,4.949355181661503
1180,100386,39,0,3.283842350280459
1181,110000,45,0,3.9932622144311636
1182,72000,43,1,5.522942064782104
1183,139000,62,3,4.284947055838429
1184,159500,84,0,5.9291674812237805
1185,193000,80,3,2.836801079475314
1186,149000,66,6,3.8046748802068664
1187,250000,111,0,2.979460136275314
1188,83000,53,2,5.9291674812237805
1189,172500,69,4,5.9291674812237805
1190,98000,40,3,4.814441839881835
1191,143000,55,3,2.4358488943593373
1192,138500,65,1,5.9291674812237805
1193,255000,90,0,3.9932622144311636
1194,141000,54,3,4.949355181661503
1195,129900,43,0,2.4358488943593373
1196,115000,72,0,3.8046748802068664
1197,90100,53,1,5.764572563261512
1198,93500,55,2,5.764572563261512
1199,155000,105,2,5.9291674812237805
1200,149500,74,1,4.949355181661503
1201,94000,55,6,5.9291674812237805
1202,103342,56,2,5.9291674812237805
1203,88462,48,0,5.9291674812237805
1204,182000,121,2,5.9291674812237805
1205,103342,56,3,5.9291674812237805
1206,175000,64,2,3.39577391009416
1207,110000,56,0,5.9291674812237805
1208,250000,88,1,3.8324414104227666
1209,120230,55,0,4.487668778269208
1210,137214,62,3,4.487668778269208
1211,65000,45,-1,5.9291674812237805
1212,210000,112,2,4.304899319797302
1213,157550,69,3,4.487668778269208
1214,67000,33,-1,4.443990198890572
1215,93500,57,5,5.9291674812237805
1216,165000,103,1,5.729823400371799
1217,140000,105,2,7.212888553561136
1218,105000,60,2,5.729823400371799
1219,384480,107,5,2.4358488943593373
1220,343260,95,5,2.4358488943593373
1221,394380,110,4,2.4358488943593373
1222,309348,86,6,2.4358488943593373
1223,250000,83,0,3.39577391009416
1224,158000,66,0,3.8324414104227666
1225,163000,70,2,5.9291674812237805
1226,319000,177,2,5.9291674812237805
1227,182500,73,3,2.836801079475314
1228,65000,39,-1,5.9291674812237805
1229,113500,45,4,3.9932622144311636
1230,136500,55,4,3.9932622144311636
1231,75000,44,3,5.9291674812237805
1232,94000,54,6,5.9291674812237805
1233,92000,45,0,5.9291674812237805
1234,139000,75,2,4.949355181661503
1235,145000,57,1,3.8324414104227666
1236,109000,102,0,5.9291674812237805
1237,130000,52,3,3.8324414104227666
1238,149500,74,1,4.949355181661503
1239,94600,39,5,5.9291674812237805
1240,42500,25,-1,3.9932622144311636
1241,159000,60,1,3.3459803855452006
1242,129900,62,2,5.9291674812237805
1243,129000,62,2,5.9291674812237805
1244,229000,66,3,4.949355181661503
1245,115000,72,3,5.9291674812237805
1246,63000,36,2,5.9291674812237805
1247,215000,67,3,3.39577391009416
1248,83000,41,4,5.9291674812237805
1249,112000,37,4,3.3459803855452006
1250,117400,45,0,4.443990198890572
1251,191636,70,2,4.443990198890572
1252,149604,57,2,4.443990198890572
1253,224320,72,1,2.836801079475314
1254,318526,122,4,4.443990198890572
1255,240000,92,4,4.443990198890572
1256,190000,90,0,4.443990198890572
1257,180000,70,3,2.4358488943593373
1258,120000,54,3,5.9291674812237805
1259,196700,73,1,4.949355181661503
1260,200000,80,-1,3.3459803855452006
1261,320000,190,0,5.9291674812237805
1262,149900,66,0,4.443990198890572
1263,86500,28,2,3.8046748802068664
1264,78000,52,-1,3.9932622144311636
1265,102000,32,2,3.8046748802068664
1266,89300,47,0,5.9291674812237805
1267,125000,66,1,5.9291674812237805
1268,119000,54,3,5.9291674812237805
1269,105000,48,3,4.443990198890572
1270,302500,121,2,3.39577391009416
1271,157170,54,0,3.8046748802068664
1272,137000,68,5,5.9291674812237805
1273,240000,105,3,3.39577391009416
1274,93000,22,3,2.4358488943593373
1275,85000,60,1,5.9291674812237805
1276,150000,64,2,5.764572563261512
1277,240000,160,4,6.81666885449004
1278,185000,46,3,3.3459803855452006
1279,124500,47,0,4.443990198890572
1280,63500,39,3,5.9291674812237805
1281,65000,32,4,4.949355181661503
1282,299500,123,4,3.39577391009416
1283,122500,54,3,5.9291674812237805
1284,58000,36,0,3.3459803855452006
1285,196700,73,4,4.949355181661503
1286,196700,73,3,4.949355181661503
1287,161300,60,0,4.949355181661503
1288,133000,44,4,4.949355181661503
1289,320000,225,0,5.9291674812237805
1290,86500,28,2,3.8046748802068664
1291,199000,94,4,5.9291674812237805
1292,156000,63,2,3.39577391009416
1293,155000,79,3,4.949355181661503
1294,142000,77,3,5.9291674812237805
1295,136525,55,4,4.443990198890572
1296,80000,38,3,7.212888553561136
1297,117000,57,9,4.284947055838429
1298,78000,42,-1,3.9932622144311636
1299,110000,54,2,5.9291674812237805
1300,125000,36,3,4.284947055838429
1301,92000,45,0,5.9291674812237805
1302,325000,126,1,4.304899319797302
1303,122400,52,1,4.284947055838429
1304,220000,89,0,4.949355181661503
1305,420000,220,6,2.4358488943593373
1306,174000,57,1,3.8324414104227666
1307,95000,45,0,2.836801079475314
1308,45000,22,-1,3.39577391009416
1309,45000,25,-1,5.9291674812237805
1310,265000,98,6,3.39577391009416
1311,370000,162,3,3.39577391009416
1312,54000,20,0,5.9291674812237805
1313,91000,57,2,5.729823400371799
1314,85000,37,2,5.9291674812237805
1315,53999,20,0,5.9291674812237805
1316,315000,114,3,4.443990198890572
1317,168000,105,2,5.729823400371799
1318,75000,44,3,5.522942064782104
1319,49000,33,-1,5.9291674812237805
1320,185000,70,0,3.9932622144311636
1321,124000,63,2,4.304899319797302
1322,250000,115,3,3.8324414104227666
1323,230000,70,1,2.4358488943593373
1324,390000,156,2,3.9932622144311636
1325,116000,59,1,5.9291674812237805
1326,240000,80,3,6.81666885449004
1327,89000,46,1,5.9291674812237805
1328,98000,43,3,4.814441839881835
1329,155000,70,1,3.5695249238901785
1330,207550,119,2,5.9291674812237805
1331,240000,160,4,4.949355181661503
1332,146528,84,1,5.9291674812237805
1333,215000,84,3,4.949355181661503
1334,170000,70,1,4.949355181661503
1335,86500,28,2,3.8046748802068664
1336,121900,60,1,5.9291674812237805
1337,155000,85,1,3.5695249238901785
1338,162200,89,4,3.3459803855452006
1339,88000,38,3,3.3459803855452006
1340,136875,55,4,3.9932622144311636
1341,240000,87,3,3.39577391009416
1342,95000,51,2,5.9291674812237805
1343,122000,71,0,5.9291674812237805
1344,178900,78,0,3.9932622144311636
1345,47000,34,-1,4.284947055838429
1346,159000,60,1,3.9932622144311636
1347,125500,46,2,4.949355181661503
1348,220000,75,2,3.39577391009416
1349,185000,64,1,2.4358488943593373
1350,89000,48,0,5.9291674812237805
1351,89000,55,0,5.9291674812237805
1352,169000,89,2,5.9291674812237805
1353,199900,104,3,3.8046748802068664
1354,120000,60,0,5.9291674812237805
1355,105000,32,2,3.8046748802068664
1356,78000,44,0,5.9291674812237805
1357,125000,66,1,5.9291674812237805
1358,250000,94,6,3.39577391009416
1359,89900,51,0,5.9291674812237805
1360,80913,38,0,5.9291674812237805
1361,456000,162,3,3.39577391009416
1362,97000,28,2,3.156932759050026
1363,126850,60,3,4.949355181661503
1364,81500,57,2,4.304899319797302
1365,110000,62,-1,3.8324414104227666
1366,220000,104,3,3.8324414104227666
1367,199900,104,3,3.8046748802068664
1368,93000,58,5,5.9291674812237805
1369,135000,61,3,7.212888553561136
1370,80000,40,1,5.9291674812237805
1371,146000,45,2,4.284947055838429
1372,75000,44,-1,5.9291674812237805
1373,198000,104,3,3.8046748802068664
1374,84800,43,2,5.9291674812237805
1375,65000,34,0,2.836801079475314
1376,177000,88,1,4.284947055838429
1377,142500,64,2,4.284947055838429
1378,175100,80,0,4.284947055838429
1379,65556,36,5,5.9291674812237805
1380,109836,61,5,5.9291674812237805
1381,107208,60,1,5.9291674812237805
1382,107136,60,1,5.9291674812237805
1383,113544,63,5,5.9291674812237805
1384,76680,43,5,5.9291674812237805
1385,132000,60,3,4.487668778269208
1386,220000,174,5,4.949355181661503
1387,54000,37,2,5.9291674812237805
1388,105000,32,2,3.8046748802068664
1389,169000,64,0,2.4358488943593373
1390,78000,39,0,5.9291674812237805
1391,82000,42,2,5.729823400371799
1392,125000,63,2,5.9291674812237805
1393,240000,110,4,2.4358488943593373
1394,176000,64,2,3.39577391009416
1395,105000,70,3,5.9291674812237805
1396,71000,34,1,3.3459803855452006
1397,125000,62,2,5.9291674812237805
1398,232300,104,3,4.304899319797302
1399,63000,55,0,5.9291674812237805
1400,124100,59,5,5.9291674812237805
1401,155000,85,1,3.5695249238901785
1402,110000,54,2,5.9291674812237805
1403,127512,71,1,5.9291674812237805
1404,96372,54,5,5.9291674812237805
1405,240000,109,6,2.4358488943593373
1406,101736,57,2,5.9291674812237805
1407,125000,62,2,5.9291674812237805
1408,102500,43,3,4.814441839881835
1409,89000,54,0,5.9291674812237805
1410,360000,135,5,3.39577391009416
1411,160000,70,0,3.9932622144311636
1412,211500,94,6,4.284947055838429
1413,249000,98,0,3.8324414104227666
1414,175000,87,0,3.5695249238901785
1415,75000,65,0,5.9291674812237805
1416,174000,57,1,3.9932622144311636
1417,99000,60,11,5.9291674812237805
1418,110000,54,2,5.9291674812237805
1419,169000,61,6,3.8046748802068664
1420,127000,41,1,3.39577391009416
1421,129000,62,2,5.9291674812237805
1422,82810,49,2,4.284947055838429
1423,85000,40,3,5.764572563261512
1424,117000,54,3,5.9291674812237805
1425,147000,52,1,3.8046748802068664
1426,127000,45,1,4.443990198890572
1427,270000,73,1,2.4358488943593373
1428,280000,112,1,2.4358488943593373
1429,85000,36,3,5.9291674812237805
1430,165000,76,3,4.284947055838429
1431,56000,45,0,5.9291674812237805
1432,43800,25,2,5.9291674812237805
1433,89100,45,3,5.9291674812237805
1434,145000,72,5,5.9291674812237805
1435,63500,30,0,5.9291674812237805
1436,100000,56,6,5.9291674812237805
1437,63000,30,0,5.9291674812237805
1438,134500,67,1,5.9291674812237805
1439,84900,39,2,5.9291674812237805
1440,137000,64,4,5.9291674812237805
1441,159000,62,1,3.9932622144311636
1442,145000,58,1,3.8324414104227666
1443,163200,74,3,5.9291674812237805
1444,71400,51,0,5.764572563261512
1445,147000,52,1,3.8046748802068664
1446,57400,41,1,5.764572563261512
1447,62000,30,0,5.9291674812237805
1448,67000,29,-1,4.443990198890572
1449,205000,66,4,2.4358488943593373
1450,56000,29,4,5.9291674812237805
1451,63000,55,0,5.9291674812237805
1452,139000,66,0,4.443990198890572
1453,169000,62,2,4.487668778269208
1454,86000,40,3,5.9291674812237805
1455,120000,60,0,5.9291674812237805
1456,95000,55,4,5.9291674812237805
1457,89000,53,0,5.9291674812237805
1458,175200,60,0,3.9932622144311636
1459,67000,23,0,4.284947055838429
1460,115000,70,5,5.9291674812237805
1461,190000,70,0,3.39577391009416
1462,118800,54,4,4.284947055838429
1463,216980,68,0,3.8046748802068664
1464,130000,54,2,3.9932622144311636
1465,174000,60,0,3.9932622144311636
1466,67000,50,2,5.764572563261512
1467,90000,45,4,5.9291674812237805
1468,62000,29,1,5.9291674812237805
1469,123000,42,-1,3.3459803855452006
1470,119120,41,-1,3.3459803855452006
1471,83000,32,0,2.836801079475314
1472,395000,150,5,3.39577391009416
1473,162000,55,1,3.5695249238901785
1474,145000,71,0,4.443990198890572
1475,75000,50,-1,4.487668778269208
1476,96900,57,1,4.487668778269208
1477,114000,76,3,4.487668778269208
1478,179000,121,2,5.9291674812237805
1479,83376,46,4,5.9291674812237805
1480,220000,80,1,2.4358488943593373
1481,183200,92,2,4.284947055838429
1482,199000,80,-1,2.4358488943593373
1483,97000,53,1,5.9291674812237805
1484,117000,54,3,5.9291674812237805
1485,280000,98,1,2.4358488943593373
1486,79000,33,0,4.487668778269208
1487,92100,45,0,5.9291674812237805
1488,144000,52,4,4.949355181661503
1489,144000,52,1,4.949355181661503
1490,175000,65,4,4.949355181661503
1491,240000,92,4,4.949355181661503
1492,148870,51,2,3.8046748802068664
1493,105000,42,4,5.9291674812237805
1494,98500,63,2,5.9291674812237805
1495,155000,72,2,5.9291674812237805
1496,97000,40,1,4.949355181661503
1497,120000,54,3,5.9291674812237805
1498,95500,55,1,4.284947055838429
1499,95000,42,4,4.284947055838429
1500,179000,78,0,3.9932622144311636
1501,160888,62,4,3.3459803855452006
1502,117364,45,4,3.3459803855452006
1503,142800,72,5,5.9291674812237805
1504,108000,43,2,3.9932622144311636
1505,145000,81,4,5.9291674812237805
1506,195000,70,0,3.9932622144311636
1507,84000,54,4,5.9291674812237805
1508,164000,83,0,5.9291674812237805
1509,145000,81,4,5.9291674812237805
1510,115000,71,25,4.814441839881835
1511,300000,73,5,4.949355181661503
1512,204128,69,1,4.949355181661503
1513,204276,69,2,4.949355181661503
1514,68561,40,1,5.9291674812237805
1515,250000,115,3,3.8324414104227666
1516,96492,57,1,5.9291674812237805
1517,103801,63,1,5.9291674812237805
1518,190064,119,1,5.9291674812237805
1519,99671,59,1,5.9291674812237805
1520,87227,51,3,5.9291674812237805
1521,100334,59,1,5.9291674812237805
1522,99000,57,1,5.9291674812237805
1523,100000,57,0,4.304899319797302
1524,110000,52,2,4.487668778269208
1525,129000,55,3,3.5695249238901785
1526,140000,105,2,7.212888553561136
1527,197800,86,3,3.9932622144311636
1528,175000,70,0,3.5695249238901785
1529,207882,119,2,5.9291674812237805
1530,59500,37,0,4.284947055838429
1531,184000,79,2,4.949355181661503
1532,171500,65,1,4.443990198890572
1533,170000,65,1,5.9291674812237805
1534,219000,150,2,5.9291674812237805
1535,139000,60,3,4.949355181661503
1536,84000,37,5,5.764572563261512
1537,160000,75,4,5.9291674812237805
1538,137000,74,4,5.9291674812237805
1539,428888,71,12,1.1112000210374295
1540,170000,66,2,0.0
1541,178750,72,1,0.0
1542,310000,51,15,1.1112000210374295
1543,468600,142,0,2.1042506912594936
1544,375000,91,4,1.1112000210374295
1545,290000,54,3,1.1112000210374295
1546,380000,95,2,1.4345129655594104
1547,270888,79,0,1.1112000210374295
1548,602888,141,8,1.1112000210374295
