index,idnekretnine,Tip_nekretnine,Tip_ponude,Cena,Cena_kvadrat,Kvadratura,Sprat,Spratnost,Uknjizeno,Grejanje,Ukupan broj soba,Namestenost,Broj kupatila,Tip gradnje,Stanje objekta,Grad,Deo grada,MikroLokacija,Površina placa,Parking,Lift,Link,Distance
114,631633,Stanovi,Prodaja,125000,2.193,57,8,8,1,TA peć,2.0,,1.0,Starogradnja,Izvorno stanje,Beograd,Savski venac, Mostarska petlja,,0,1,https://sasomange.rs//p/132146609/savski-venac-mostarska-petlja-bulevar,
115,631634,Stanovi,Prodaja,170000,2.208,77,8,15,1,Centralno,2.5,,1.0,Starogradnja,Izvorno stanje,Beograd,Novi Beograd, Blok 61,,0,1,https://sasomange.rs//p/140027648/novi-beograd-blok-61-jurija,6.561191024752818
116,631636,Stanovi,Prodaja,132000,3.3,40,0,5,1,TA peć,1.5,,1.0,Starogradnja,Renoviran,Beograd,Vračar, Slavija,,0,0,https://sasomange.rs//p/131992899/vracar-smiljaniceva-1-5-40m2,1.4619728006690051
117,631643,Stanovi,Prodaja,159775,2.5,64,0,,0,Centralno sa kalorimetrom,2.0,,,Novogradnja,,Beograd,Novi Beograd, Stara Bežanija,,0,0,https://sasomange.rs//p/123651168/kosa-kvart-bezanijska-kosa-dvosoban,6.585050268691708
118,631644,Stanovi,Prodaja,180075,2.45,74,0,,0,Centralno sa kalorimetrom,2.0,,,Novogradnja,,Beograd,Novi Beograd, Stara Bežanija,,0,0,https://sasomange.rs//p/123651186/kosa-kvart-bezanijska-kosa-dvosoban,6.585050268691708
119,631650,Stanovi,Prodaja,98500,1.563,63,2,2,0,,2.0,,,,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/133450018/zvezdara-mirijevo-ucitelja-dragutina-prokica,5.9291674812237805
120,631651,Stanovi,Prodaja,144900,2.415,60,5,6,0,TA peć,2.0,,,,,Beograd,Zvezdara, Lion,,0,1,https://sasomange.rs//p/138534577/zvezdara-lion-bulevar-kralja-aleksandra,3.39577391009416
121,631652,Stanovi,Prodaja,510000,3.816,134,4,4,1,Centralno,4.0,,1.0,Novogradnja,,Beograd,Vračar, Čubura,,0,1,https://sasomange.rs//p/138539839/4-0-penthouse-na-vracaru,1.8545878532089057
122,631653,Stanovi,Prodaja,315000,4.2,75,0,5,1,Toplotne pumpe,3.0,,1.0,Novogradnja,,Beograd,Vračar, Čubura,,1,1,https://sasomange.rs//p/138539840/3-0-stan-na-vracaru,1.8545878532089057
123,631656,Stanovi,Prodaja,267000,1.841,145,7,7,0,Centralno,4.0,,,,,Beograd,Vračar, Južni bulevar,,0,1,https://sasomange.rs//p/123660947/vracar-juzni-bulevar-145m2-parking,2.534945943790705
124,631658,Stanovi,Prodaja,660000,3.667,180,1,2,0,,5.0,,3.0,,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/129311781/savski-venac-dedinje-mice-orlovica,2.1042506912594936
125,631667,Stanovi,Prodaja,258000,4.448,58,3,4,1,Etažno,2.5,,1.0,Starogradnja,,Beograd,Stari grad, Knez Mihailova,,0,1,https://sasomange.rs//p/112597947/stari-grad-knez-mihailova-obilicev,
126,631668,Stanovi,Prodaja,116990,3.343,35,4,4,1,Centralno,1.5,,,Starogradnja,,Beograd,Savski venac, Višegradska,,0,1,https://sasomange.rs//p/120401675/savski-venac-visegradska-visegradska-1,0.9945108890299524
127,631674,Stanovi,Prodaja,226000,3.587,63,7,9,1,Centralno,3.0,,,Starogradnja,Renoviran,Beograd,Vračar, Kalenić pijaca,,0,1,https://sasomange.rs//p/141863712/vracar-nevesinjska-63m2-cg-trosoban,1.9138565937883534
128,631680,Stanovi,Prodaja,402800,3.8,106,1,,1,,4.0,,2.0,Novogradnja,Lux,Beograd,Vračar, Južni bulevar,,0,0,https://sasomange.rs//p/138538485/vracar-novogradnja-4-0-stan,2.534945943790705
129,631681,Stanovi,Prodaja,310000,2.013,154,1,2,1,Etažno,5.0,,1.0,Starogradnja,,Beograd,Savski venac, Senjak,,0,1,https://sasomange.rs//p/137204001/odlican-duplex-na-senjaku-id,1.3840965110666832
130,631686,Stanovi,Prodaja,160000,2.963,54,3,4,1,Centralno,2.5,,1.0,Starogradnja,,Beograd,Novi Beograd, Bežanijska kosa 1,,0,0,https://sasomange.rs//p/142007986/lep-funkcionalan-stan-id-124101,6.214373520575912
131,631705,Stanovi,Prodaja,167000,2.352,71,8,9,0,Centralno,2.5,,,Starogradnja,,Beograd,Novi Beograd, OŠ Ratko Mitrović (Blok 38),,0,1,https://sasomange.rs//p/138538292/novi-beograd-blok-38-omladinskih,
132,631745,Stanovi,Prodaja,165000,3.056,54,4,5,1,Centralno,2.5,,1.0,Starogradnja,,Beograd,Novi Beograd, Stari Merkator,,0,0,https://sasomange.rs//p/118660965/novi-beograd-stari-merkator-palmira,5.070782730103338
133,631752,Stanovi,Prodaja,165000,2.2,75,2,8,1,Centralno,2.0,,,Starogradnja,,Beograd,Savski venac, Senjak,,0,1,https://sasomange.rs//p/126708253/senjak-sajam-bulevar-vojvode-misica,1.3840965110666832
134,631756,Stanovi,Prodaja,424000,4.0,106,1,5,1,Centralno,3.5,,1.0,Starogradnja,Renoviran,Beograd,Stari grad, Dorćol,,0,1,https://sasomange.rs//p/133446033/dositejeva-odlican-3-5-stan,3.4133918322367123
135,631757,Stanovi,Prodaja,169650,2.5,68,0,,0,Centralno sa kalorimetrom,2.0,,,,,Beograd,Novi Beograd, Stara Bežanija,,0,0,https://sasomange.rs//p/123651215/kosa-kvart-bezanijska-kosa-dvosoban,6.585050268691708
136,631758,Stanovi,Prodaja,155025,2.5,62,0,,0,Centralno sa kalorimetrom,2.0,,,Novogradnja,,Beograd,Novi Beograd, Stara Bežanija,,0,0,https://sasomange.rs//p/123651208/kosa-kvart-bezanijska-kosa-dvosoban,6.585050268691708
137,631778,Stanovi,Prodaja,165000,2.75,60,8,10,1,Centralno,2.0,,1.0,Starogradnja,,Beograd,Novi Beograd, Blok 19a,,0,1,https://sasomange.rs//p/138541386/vladimira-popovica-blok-19a-id,2.3367349701720896
138,631797,Stanovi,Prodaja,250000,2.632,95,0,2,1,Etažno,4.0,,2.0,Starogradnja,Renoviran,Beograd,Vračar, Crveni krst,,0,0,https://sasomange.rs//p/119838466/crveni-krst-95m2-vpr-eg,2.698707855040707
139,631814,Stanovi,Prodaja,365000,4.506,81,1,,0,,3.0,,2.0,,Lux,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/138458571/stan-81m2-na-prodaju-savski,1.1112000210374295
140,631816,Stanovi,Prodaja,138800,2.833,49,0,5,0,,2.0,,,Starogradnja,,Beograd,Stari grad, Zeleni venac,,0,1,https://sasomange.rs//p/138519845/zeleni-venac-2-0-49,2.320570769957847
141,631823,Stanovi,Prodaja,209900,2.799,75,3,6,0,Centralno,2.5,,,Starogradnja,,Beograd,Zvezdara, Lion,,0,1,https://sasomange.rs//p/125238165/zvezdara-lion-bulevar-kralja-aleksandra,3.39577391009416
142,631826,Stanovi,Prodaja,125000,3.906,32,0,3,1,,1.5,,1.0,Starogradnja,,Beograd,Stari grad, Skadarlija,,0,0,https://sasomange.rs//p/129292808/skadarlija-32m2-pst-eg-uknj,2.853024016213637
143,631828,Stanovi,Prodaja,240000,3.0,80,1,4,1,,3.0,,1.0,Starogradnja,,Beograd,Stari grad, Obilićev venac,,0,0,https://sasomange.rs//p/121707883/zeleni-venac-80m2-200m-od,2.5172387744770863
144,631830,Stanovi,Prodaja,125000,1.984,63,6,,1,Centralno,1.0,,1.0,,Lux,Beograd,Zvezdara, Lipov lad,,0,1,https://sasomange.rs//p/141863685/prodaem-krasivu-kvartiru,3.2266491406631235
145,631831,Stanovi,Prodaja,210000,2.561,82,4,,0,,3.0,,,,,Beograd,Vračar, Crveni krst,,0,0,https://sasomange.rs//p/138458573/dupleks-82m2-na-prodaju-vracar,2.698707855040707
146,631838,Stanovi,Prodaja,148000,2.387,62,1,5,0,Centralno,3.0,,1.0,,Renoviran,Beograd,Novi Beograd, Bežanijska kosa 3,,1,1,https://sasomange.rs//p/140026527/bezanijska-kosa-novi-beograd,6.214373520575912
147,631840,Stanovi,Prodaja,340000,3.579,95,2,5,1,Centralno,4.0,,1.0,Starogradnja,Izvorno stanje,Beograd,Novi Beograd, Super Vero (Blok 24),,0,1,https://sasomange.rs//p/134449630/blok-24-super-vero-novi,
148,631854,Stanovi,Prodaja,430000,5.972,72,12,15,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/130929085/prodaja-trosoban-stan-beograd-na,1.1112000210374295
149,631872,Stanovi,Prodaja,330000,3.173,104,6,6,1,Centralno,3.5,,,Novogradnja,,Beograd,Vračar, Neimar,,0,1,https://sasomange.rs//p/133440445/vracar-neimar-hadzi-milentijeva,1.5488422161721425
150,631874,Stanovi,Prodaja,191000,2.729,70,0,10,1,Centralno,2.0,,,Novogradnja,,Beograd,Zvezdara, Lion,,0,1,https://sasomange.rs//p/140106017/lion-koste-abrasevica,3.39577391009416
151,631875,Stanovi,Prodaja,122000,1.794,68,1,4,1,Etažno,2.5,,,Starogradnja,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/140106016/renoviran-novogradnja-parking,5.9291674812237805
152,631881,Stanovi,Prodaja,80000,1.569,51,0,2,1,TA peć,1.5,,,Starogradnja,,Beograd,Zvezdara, Mali Mokri Lug,,0,0,https://sasomange.rs//p/138519536/zvezdara-mali-mokri-lug,5.729823400371799
153,631882,Stanovi,Prodaja,166000,2.862,58,5,7,1,Etažno,2.5,,,Starogradnja,,Beograd,Savski venac, Kneza Miloša,,0,1,https://sasomange.rs//p/137185856/centar-grada-sa-parkingom,1.4345129655594104
154,631888,Stanovi,Prodaja,450000,4.688,96,1,12,1,,2.5,,1.0,Starogradnja,,Beograd,Novi Beograd, A blok (Blok 67a),,0,0,https://sasomange.rs//p/126701431/a-blok-96m2-plus-35m2,
155,631898,Stanovi,Prodaja,137000,2.74,50,1,9,0,Centralno,1.5,,,Starogradnja,,Beograd,Novi Beograd, Blok 63,,0,1,https://sasomange.rs//p/138519520/lep-jednoiposoban-stan-izuzetnog-rasporeda,5.798963754041486
156,631904,Stanovi,Prodaja,97000,1.702,57,1,5,1,Centralno,2.0,,,Starogradnja,,Beograd,Zvezdara, Mirijevo,,0,1,https://sasomange.rs//p/140106026/komforan-svetao,5.9291674812237805
157,631905,Stanovi,Prodaja,199000,2.287,87,1,14,1,Centralno,3.0,,,,,Beograd,Novi Beograd, Blok 63,,0,1,https://sasomange.rs//p/138519673/novi-beograd-blok-63-nehruova,5.798963754041486
158,631908,Stanovi,Prodaja,285000,3.958,72,2,5,1,Centralno,2.0,,,Starogradnja,,Beograd,Vračar, Kalenić pijaca,,0,0,https://sasomange.rs//p/137185855/kalenic-njegoseva-parking,1.9138565937883534
159,631912,Stanovi,Prodaja,331800,4.2,79,1,23,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/129290941/savski-venac-beograd-na-vodi,1.1112000210374295
160,631917,Stanovi,Prodaja,496000,4.203,118,4,8,1,Centralno,4.0,,1.0,,,Beograd,Vračar, Hram svetog Save,,0,1,https://sasomange.rs//p/138519654/vracar-hram-svetog-save-4,1.367245700987994
161,631918,Stanovi,Prodaja,291000,2.745,106,9,10,1,,3.0,,1.0,Starogradnja,,Beograd,Novi Beograd, Blok 19a,,0,0,https://sasomange.rs//p/140104166/novi-beograd-blok-19a-106m2,2.3367349701720896
162,631920,Stanovi,Prodaja,160000,2.424,66,11,15,1,,2.0,,1.0,Starogradnja,,Beograd,Novi Beograd, Enjub (Blok 45),,0,0,https://sasomange.rs//p/140104106/novi-beograd-blok-45-tc,
163,631921,Stanovi,Prodaja,457888,3.663,125,7,8,1,,4.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/121702618/savski-venac-beograd-na-vodi,1.1112000210374295
164,631922,Stanovi,Prodaja,189000,2.554,74,1,2,1,,3.5,,1.0,Starogradnja,,Beograd,Vračar, Kalenić pijaca,,0,0,https://sasomange.rs//p/134632637/vracar-kalenic-74m2-t-189000e,1.9138565937883534
165,631923,Stanovi,Prodaja,144000,3.2,45,2,5,1,,2.0,,1.0,Novogradnja,,Beograd,Zvezdara, Učiteljsko naselje,,0,0,https://sasomange.rs//p/140103928/zvezdara-uciteljsko-naselje-45m2-t,4.443990198890572
166,631924,Stanovi,Prodaja,452888,3.623,125,5,8,1,,4.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/121702619/savski-venac-beograd-na-vodi,1.1112000210374295
167,631925,Stanovi,Prodaja,750000,6.881,109,14,17,1,,4.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,1,0,https://sasomange.rs//p/134632652/savski-venac-beograd-na-vodi,1.1112000210374295
168,631926,Stanovi,Prodaja,412515,4.484,92,6,21,1,,3.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/129290976/savski-venac-beograd-na-vodi,1.1112000210374295
169,631927,Stanovi,Prodaja,774336,3.488,222,8,8,1,,5.0,,1.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,0,https://sasomange.rs//p/129291063/savski-venac-beograd-na-vodi,1.1112000210374295
170,631928,Stanovi,Prodaja,190000,1.9,100,0,3,1,,4.0,,1.0,Novogradnja,,Beograd,Zvezdara, Denkova bašta,,0,0,https://sasomange.rs//p/129290983/zvezdara-denkova-basta-100m2-2t,3.8324414104227666
171,631931,Stanovi,Prodaja,429000,5.5,78,2,2,1,,3.0,,1.0,Starogradnja,,Beograd,Vračar, Hram svetog Save,,0,0,https://sasomange.rs//p/133435636/kod-hrama-78m2-ii-tp,1.367245700987994
172,631940,Stanovi,Prodaja,250000,2.907,86,1,6,1,,3.0,,1.0,Starogradnja,,Beograd,Zvezdara, Vukov Spomenik,,0,0,https://sasomange.rs//p/134633047/kod-vuka-86m2-i-cg,2.4358488943593373
173,631944,Stanovi,Prodaja,120000,2.927,41,2,4,1,Centralno,1.0,,1.0,Novogradnja,Izvorno stanje,Beograd,Novi Beograd, Enjub (Blok 45),,0,0,https://sasomange.rs//p/135838158/blok-45-odlicna-lokacija-adaptabilan,
174,631945,Stanovi,Prodaja,57000,2.111,27,0,2,1,,1.0,,1.0,Starogradnja,,Beograd,Zvezdara, Severni bulevar,,0,0,https://sasomange.rs//p/134633040/severni-bulevar-27m2-np-eg,3.5695249238901785
175,631948,Stanovi,Prodaja,150000,3.125,48,6,7,1,,1.5,,1.0,Starogradnja,,Beograd,Savski venac, Savski trg,,0,0,https://sasomange.rs//p/115908282/savski-trg-48m2-vi-cg,1.6625786996508616
176,631951,Stanovi,Prodaja,390000,3.25,120,1,2,1,,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Dedinje,,0,0,https://sasomange.rs//p/129291009/savski-venac-dedinje-120m2-2t,2.1042506912594936
177,631958,Stanovi,Prodaja,224500,3.301,68,2,7,0,Centralno,2.5,,,Starogradnja,,Beograd,Stari grad, Dunavski kej,,0,1,https://sasomange.rs//p/137182844/stari-grad-dunavski-kej-dunavski,4.0238553217329125
178,631967,Stanovi,Prodaja,429000,5.5,78,1,2,1,,3.0,,1.0,Novogradnja,,Beograd,Vračar, Hram svetog Save,,0,0,https://sasomange.rs//p/133435637/kod-hrama-78m2-i-tp,1.367245700987994
179,631990,Stanovi,Prodaja,390000,3.25,120,1,3,0,,3.0,,2.0,Starogradnja,,Beograd,Savski venac, Dedinje,,1,0,https://sasomange.rs//p/129290366/dedinje-bela-fasadna-cigla,2.1042506912594936
180,631993,Stanovi,Prodaja,210000,2.917,72,4,5,0,Centralno,2.5,,1.0,Starogradnja,,Beograd,Novi Beograd, Novi Merkator,,1,1,https://sasomange.rs//p/129290365/kockica-dvoiposoban,4.28891552536018
181,632020,Stanovi,Prodaja,240000,3.582,67,2,4,0,Centralno,2.5,,1.0,Starogradnja,,Beograd,Stari grad, Dorćol,,0,0,https://sasomange.rs//p/129290374/gospodar-jevremova-dvoiposoban,3.4133918322367123
182,632024,Stanovi,Prodaja,590000,3.688,160,3,,0,,4.5,,2.0,Starogradnja,,Beograd,Stari grad, Centar,,0,1,https://sasomange.rs//p/129290368/centar-terazije,
183,632029,Stanovi,Prodaja,167000,2.012,83,6,6,0,,4.0,,,,,Beograd,Stari grad, Savamala,,0,1,https://sasomange.rs//p/114222962/savski-venac-savamala-crnogorska-83m2,
184,632030,Stanovi,Prodaja,220000,2.529,87,7,13,1,Centralno,3.0,,1.0,Starogradnja,,Beograd,Novi Beograd, Kineski tržni centar (Blok 70),,0,1,https://sasomange.rs//p/133998663/jurija-gagarina-blok-70-id,
185,632034,Stanovi,Prodaja,174000,3.053,57,1,5,1,Etažno,2.5,,1.0,Novogradnja,Lux,Beograd,Zvezdara, Cvetkova pijaca,,0,1,https://sasomange.rs//p/129397917/odlican-stan-odmah-useljiv-id,3.9932622144311636
186,632035,Stanovi,Prodaja,520000,4.37,119,1,3,1,Gas,4.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Lisičji potok,,0,0,https://sasomange.rs//p/129553310/dedinje-kod-dzerija-lux-4s,3.3001078013063476
187,632036,Stanovi,Prodaja,355000,4.329,82,2,21,1,Centralno,3.0,,1.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/121518517/bw-aria-82m2-neuseljavan-id,1.1112000210374295
188,632037,Stanovi,Prodaja,147000,3.0,49,0,4,1,Etažno,2.5,,1.0,Novogradnja,,Beograd,Zvezdara, Cvetkova pijaca,,0,1,https://sasomange.rs//p/113656645/cvetkova-pijaca-donska-49m2-id,3.9932622144311636
189,632038,Stanovi,Prodaja,220000,4.0,55,1,3,1,Etažno,2.0,,1.0,Starogradnja,Renoviran,Beograd,Stari grad, Politika,,0,1,https://sasomange.rs//p/123973968/centar-kod-politike-uknjizen-dvosoban,2.6206704038886683
190,632039,Stanovi,Prodaja,199900,2.856,70,3,5,1,Centralno,2.5,,1.0,Starogradnja,,Beograd,Stari grad, Dorćol,,0,1,https://sasomange.rs//p/126435901/donji-dorcol-dvoiposoban-sa-3terase,3.4133918322367123
191,632051,Stanovi,Prodaja,340000,4.533,75,15,23,0,Centralno,3.0,,2.0,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/140103677/izuzetna-ponuda-najbolji-stan-u,1.1112000210374295
192,632052,Stanovi,Prodaja,905640,6.038,150,1,6,0,Centralno,4.0,,2.0,Novogradnja,,Beograd,Stari grad, Dorćol,,0,1,https://sasomange.rs//p/138522708/gospodar-jovanova-extralux,3.4133918322367123
193,632053,Stanovi,Prodaja,104900,2.098,50,4,4,0,,2.5,,1.0,Starogradnja,,Beograd,Novi Beograd, Stara Bežanija,,0,0,https://sasomange.rs//p/137184117/stara-bezanija-2-5-50m2,6.585050268691708
194,632054,Stanovi,Prodaja,399000,5.783,69,7,17,1,Centralno,3.0,,1.0,Starogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/135832385/beograd-na-vodi-trosoban-id,1.1112000210374295
195,632065,Stanovi,Prodaja,82000,2.076,40,3,3,0,,1.5,,1.0,,,Beograd,Zvezdara, Cvetanova ćuprija,,0,1,https://sasomange.rs//p/132564047/cvetanova-cuprija-39-5-m2,5.764572563261512
196,632067,Stanovi,Prodaja,115000,2.13,54,0,,1,Centralno,2.0,,1.0,Starogradnja,,Beograd,Zvezdara, Učiteljsko naselje,,0,0,https://sasomange.rs//p/118684062/uciteljsko-naselje-2-0-54m2,4.443990198890572
197,632069,Stanovi,Prodaja,220000,2.34,94,11,11,1,Etažno,4.5,,,,,Beograd,Novi Beograd, B92 (Blok 30),,0,1,https://sasomange.rs//p/123588270/cetvoroiposoban-stan-na-prodaju-bulevar,3.9068594937586565
198,632070,Stanovi,Prodaja,210000,2.593,81,4,4,1,Centralno,3.0,,,,,Beograd,Vračar, Crveni krst,,0,1,https://sasomange.rs//p/123588264/trosoban-stan-na-prodaju-golubacka,2.698707855040707
199,632071,Stanovi,Prodaja,385000,3.08,125,5,5,1,Centralno,3.0,,,,,Beograd,Vračar, Neimar,,0,1,https://sasomange.rs//p/123588236/trosoban-stan-na-prodaju-hadzi,1.5488422161721425
200,632072,Stanovi,Prodaja,400000,4.444,90,2,4,0,Centralno,2.0,,,,,Beograd,Stari grad, Dorćol,,1,0,https://sasomange.rs//p/123588265/dvosoban-stan-na-prodaju-dobracina,3.4133918322367123
201,632073,Stanovi,Prodaja,83400,1.489,56,0,2,1,,2.0,,,,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/123588241/dvosoban-stan-na-prodaju-pere,5.9291674812237805
202,632075,Stanovi,Prodaja,200000,2.41,83,1,3,1,Centralno,3.0,,,,,Beograd,Vračar, Kalenić pijaca,,0,0,https://sasomange.rs//p/123588261/trosoban-stan-na-prodaju-novopazarska,1.9138565937883534
203,632103,Stanovi,Prodaja,73000,1.49,49,2,2,1,,2.0,,,,,Beograd,Zvezdara, Mirijevo,,0,0,https://sasomange.rs//p/123588238/dvosoban-stan-na-prodaju-pere,5.9291674812237805
204,632108,Stanovi,Prodaja,149000,2.483,60,4,8,1,Centralno,2.5,,,,,Beograd,Novi Beograd, Fontana,,0,0,https://sasomange.rs//p/123588244/dvoiposoban-stan-na-prodaju-pariske,4.55448839110725
205,632116,Stanovi,Prodaja,260000,2.203,118,3,4,1,Centralno,4.0,,2.0,,Renoviran,Beograd,Novi Beograd, Kineski tržni centar (Blok 70),,0,0,https://sasomange.rs//p/126627203/retko-u-ponudi-cetvorosoban-stan,
206,632117,Stanovi,Prodaja,580000,2.788,208,5,5,1,Etažno,6.0,,3.0,Starogradnja,Renoviran,Beograd,Stari grad, Zeleni venac,,0,1,https://sasomange.rs//p/121665271/stari-grad-zeleni-venac-brankova,2.320570769957847
207,632118,Stanovi,Prodaja,301000,3.202,94,1,1,1,Etažno,3.0,,1.0,Starogradnja,Lux,Beograd,Vračar, Hram svetog Save,,0,0,https://sasomange.rs//p/126651179/vracar-hram-sv-save-hadzi,1.367245700987994
208,632121,Stanovi,Prodaja,230000,2.706,85,0,1,1,Etažno,3.5,,1.0,Starogradnja,Renoviran,Beograd,Vračar, Neimar,,0,0,https://sasomange.rs//p/130855363/vracar-neimar-mlade-bosne-85m2,1.5488422161721425
209,632128,Stanovi,Prodaja,150000,4.545,33,0,5,1,Centralno,1.5,,,Starogradnja,,Beograd,Vračar, Krunska,,0,0,https://sasomange.rs//p/121659512/krunska-kneginje-zorke,1.9739752822992167
210,632130,Stanovi,Prodaja,550000,4.741,116,5,5,1,Centralno,4.0,,,,,Beograd,Zvezdara, Lion,,0,1,https://sasomange.rs//p/121659462/bregalnicka-novo-lux-116-plus,3.39577391009416
211,632132,Stanovi,Prodaja,315000,2.864,110,4,4,1,TA peć,4.0,,,Starogradnja,,Beograd,Stari grad, Zeleni venac,,0,0,https://sasomange.rs//p/121659542/kraljice-natalije-renoviran,2.320570769957847
212,632134,Stanovi,Prodaja,140300,2.3,61,3,4,0,Etažno,2.5,,1.0,Novogradnja,Izvorno stanje,Beograd,Zvezdara, Mirijevski bulevar,,1,1,https://sasomange.rs//p/141863661/mirijevo-ljube-danilovica,5.942584401035143
213,632139,Stanovi,Prodaja,93000,2.022,46,1,5,1,Centralno,1.5,,1.0,Novogradnja,Renoviran,Beograd,Zvezdara, Olimp,,1,0,https://sasomange.rs//p/121677241/prodajem-namesten-jednoiposoban-stan-na,4.487668778269208
214,632147,Stanovi,Prodaja,299999,5.357,56,16,23,1,Centralno,2.0,,,,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/130897466/dvosoban-stan-na-prodaju-vudra,1.1112000210374295
215,632160,Stanovi,Prodaja,730000,3.862,189,1,2,1,,5.0,,1.0,Starogradnja,,Beograd,Stari grad, Centar,,0,0,https://sasomange.rs//p/114342959/stari-grad-centar-189m2-t,
216,632179,Stanovi,Prodaja,290000,3.625,80,3,4,1,Etažno,3.5,,1.0,Starogradnja,,Beograd,Vračar, Hram svetog Save,,0,0,https://sasomange.rs//p/112116683/macvanska-kod-hrama-vracar-beograd,1.367245700987994
217,632180,Stanovi,Prodaja,239000,2.812,85,1,5,1,Centralno,3.0,,1.0,Starogradnja,Renoviran,Beograd,Novi Beograd, Super Vero (Blok 24),,0,1,https://sasomange.rs//p/141662108/blok-24-odlican-trosoban-stan,
218,632191,Stanovi,Prodaja,360500,3.5,103,4,5,1,Centralno,4.5,,1.0,Starogradnja,,Beograd,Vračar, Neimar,,0,1,https://sasomange.rs//p/130907450/janka-veselinovica-neimar-vracar-id,1.5488422161721425
219,632193,Stanovi,Prodaja,189000,2.277,83,3,,0,Centralno,3.5,,,Starogradnja,,Beograd,Novi Beograd, Blok 62,,1,1,https://sasomange.rs//p/130907471/blok-62,6.175779306746362
220,632194,Stanovi,Prodaja,326888,4.245,77,1,15,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/125203937/beograd-na-vodi,1.1112000210374295
221,632195,Stanovi,Prodaja,314888,3.661,86,3,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/125203991/beograd-na-vodi,1.1112000210374295
222,632196,Stanovi,Prodaja,264888,3.731,71,1,,0,Centralno,3.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/125204010/beograd-na-vodi,1.1112000210374295
223,632197,Stanovi,Prodaja,440888,4.159,106,6,15,0,Centralno,4.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/125203933/beograd-na-vodi,1.1112000210374295
224,632198,Stanovi,Prodaja,286888,5.033,57,1,15,0,Centralno,2.0,,,Novogradnja,,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/125203935/beograd-na-vodi,1.1112000210374295
225,632199,Stanovi,Prodaja,89000,1.589,56,0,1,1,,2.0,,1.0,,,Beograd,Zvezdara, Đeram pijaca,,0,0,https://sasomange.rs//p/118670791/djeram-stan-u-kuci-odlicna,2.836801079475314
226,632203,Stanovi,Prodaja,379000,4.566,83,18,24,1,Centralno,3.0,,2.0,Novogradnja,Lux,Beograd,Savski venac, Beograd na vodi,,0,1,https://sasomange.rs//p/129249758/parkview-beograd-na-vodi-lux,1.1112000210374295
